rating,location,amount,ratings,deskripsiRating,jumlahReviews,Fasilitas_Restaurant,Fasilitas_BAR,Fasilitas_Internet,Fasilitas_GYM,Fasilitas_SwimmingPool
7.4 Very GoodFrom 26 reviews,Andeman,10000,7.4,Very Good,26,True,True,True,False,False
7.6 Very GoodFrom 3 reviews,Willsmian,5000,7.6,Very Good,3,True,True,False,False,False
,Willsmian,15000,,,,True,True,False,False,False
6.6 Very GoodFrom 14 reviews,Stokol,11000,6.6,Very Good,14,False,True,True,False,False
6.7 Very GoodFrom 29 reviews,Andeman,10000,6.7,Very Good,29,True,True,False,False,False
,Uberlandia,15000,,,,True,True,True,False,False
,Andeman,4000,,,,True,True,False,False,False
8.3 ExcellentFrom 6 reviews,Wanderland,25000,8.3,Excellent,6,True,True,True,True,True
8.8 ExcellentFrom 1 review,Hallerson,35000,8.8,Excellent,1,False,False,False,False,True
8.0 ExcellentFrom 9 reviews,Hallerson,25000,8.0,Excellent,9,True,True,False,False,True
8.3 ExcellentFrom 6 reviews,Uberlandia,25000,8.3,Excellent,6,True,True,False,True,True
7.2 Very GoodFrom 23 reviews,Wanderland,24500,7.2,Very Good,23,True,True,True,False,True
4.3 GoodFrom 2 reviews,Andeman,10000,4.3,Good,2,True,True,False,False,False
,Willsmian,7000,,,,True,True,False,False,False
10.0 ExcellentFrom 2 reviews,Stokol,25000,10.0,Excellent,2,True,True,True,False,True
7.4 Very GoodFrom 50 reviews,Machlessvile,20000,7.4,Very Good,50,True,True,False,False,False
,Stokol,10000,,,,True,False,False,False,False
8.0 ExcellentFrom 25 reviews,Hallerson,25000,8.0,Excellent,25,True,True,True,False,True
7.3 Very GoodFrom 23 reviews,Uberlandia,28000,7.3,Very Good,23,True,True,True,True,True
,Andeman,3500,,,,False,True,False,False,False
7.2 Very GoodFrom 12 reviews,Andeman,9000,7.2,Very Good,12,True,False,False,False,False
6.5 Very GoodFrom 32 reviews,Hallerson,15000,6.5,Very Good,32,True,True,True,True,False
8.3 ExcellentFrom 6 reviews,Wanderland,25000,8.3,Excellent,6,True,True,True,True,True
7.0 Very GoodFrom 6 reviews,Uberlandia,32000,7.0,Very Good,6,True,True,False,True,True
,Willsmian,3500,,,,,,,,
10.0 ExcellentFrom 2 reviews,Andeman,25000,10.0,Excellent,2,True,True,True,False,True
7.0 Very GoodFrom 20 reviews,Stokol,143802,7.0,Very Good,20,True,True,True,False,False
,Ubisville,16100,,,,False,False,False,True,True
4.9 GoodFrom 30 reviews,Machlessvile,19720,4.9,Good,30,True,False,True,False,False
5.7 GoodFrom 37 reviews,Andeman,30000,5.7,Good,37,True,True,False,True,True
6.4 Very GoodFrom 1 review,Wanderland,9900,6.4,Very Good,1,True,False,False,False,False
8.0 ExcellentFrom 7 reviews,Hallerson,10000,8.0,Excellent,7,True,True,False,False,False
,Andeman,5000,,,,True,False,False,False,False
,Ubisville,15000,,,,True,True,True,False,False
9.0 ExcellentFrom 1 review,Uberlandia,2700,9.0,Excellent,1,,,,,
6.4 Very GoodFrom 1 review,Stokol,9900,6.4,Very Good,1,True,False,False,False,False
7.9 Very GoodFrom 10 reviews,Andeman,59000,7.9,Very Good,10,True,True,False,False,False
6.7 Very GoodFrom 1 review,Stokol,3000,6.7,Very Good,1,True,True,True,False,False
,Stokol,3795,,,,,,,,
5.4 GoodFrom 13 reviews,Hallerson,4000,5.4,Good,13,False,False,False,False,False
,Uberlandia,36000,,,,True,False,False,True,False
7.2 Very GoodFrom 2 reviews,Wanderland,56000,7.2,Very Good,2,True,True,True,False,False
6.9 Very GoodFrom 12 reviews,Stokol,6000,6.9,Very Good,12,True,True,True,False,False
7.2 Very GoodFrom 38 reviews,Wanderland,19000,7.2,Very Good,38,True,True,False,True,True
,Andeman,1800,,,,,,,,
6.6 Very GoodFrom 16 reviews,Stokol,13000,6.6,Very Good,16,True,True,True,False,False
7.8 Very GoodFrom 5 reviews,Hallerson,25000,7.8,Very Good,5,True,True,True,False,True
7.9 Very GoodFrom 24 reviews,Hallerson,50000,7.9,Very Good,24,True,True,True,False,True
7.1 Very GoodFrom 10 reviews,Uberlandia,11000,7.1,Very Good,10,True,True,False,False,False
7.4 Very GoodFrom 5 reviews,Uberlandia,15000,7.4,Very Good,5,True,True,False,False,False
7.2 Very GoodFrom 9 reviews,Wanderland,15650,7.2,Very Good,9,True,True,False,False,False
9.8 ExcellentFrom 4 reviews,Uberlandia,64800,9.8,Excellent,4,True,True,True,False,True
6.3 Very GoodFrom 34 reviews,Machlessvile,11500,6.3,Very Good,34,True,True,False,False,False
8.5 ExcellentFrom 11 reviews,Stokol,30000,8.5,Excellent,11,True,True,False,True,True
6.5 Very GoodFrom 8 reviews,Stokol,16000,6.5,Very Good,8,True,False,True,False,True
8.8 ExcellentFrom 2 reviews,Hallerson,20000,8.8,Excellent,2,True,True,False,True,True
8.0 ExcellentFrom 36 reviews,Wanderland,19000,8.0,Excellent,36,True,True,True,False,False
7.7 Very GoodFrom 18 reviews,Uberlandia,20000,7.7,Very Good,18,False,False,False,False,False
7.4 Very GoodFrom 5 reviews,Willsmian,15000,7.4,Very Good,5,True,True,False,False,False
7.4 Very GoodFrom 5 reviews,Stokol,20000,7.4,Very Good,5,False,True,False,False,False
7.7 Very GoodFrom 34 reviews,Machlessvile,12750,7.7,Very Good,34,False,True,True,False,False
8.2 ExcellentFrom 152 reviews,Wanderland,30000,8.2,Excellent,152,False,True,False,False,True
7.7 Very GoodFrom 125 reviews,Uberlandia,9800,7.7,Very Good,125,True,True,True,False,False
7.7 Very GoodFrom 40 reviews,Stokol,20000,7.7,Very Good,40,True,True,False,False,False
4.4 GoodFrom 1 review,Stokol,6700,4.4,Good,1,True,True,False,False,False
6.2 Very GoodFrom 2 reviews,Uberlandia,3500,6.2,Very Good,2,,,,,
6.2 Very GoodFrom 13 reviews,Stokol,3500,6.2,Very Good,13,True,True,False,False,False
7.5 Very GoodFrom 35 reviews,Stokol,67000,7.5,Very Good,35,True,True,False,False,True
8.0 ExcellentFrom 1 review,Uberlandia,25000,8.0,Excellent,1,True,True,True,False,False
7.7 Very GoodFrom 11 reviews,Andeman,15000,7.7,Very Good,11,True,True,True,False,False
3.9 FairFrom 3 reviews,Stokol,7000,3.9,Fair,3,True,True,False,False,False
,Andeman,12000,,,,True,True,False,False,True
6.7 Very GoodFrom 10 reviews,Stokol,14000,6.7,Very Good,10,True,True,False,False,True
9.6 ExcellentFrom 3 reviews,Willsmian,9200,9.6,Excellent,3,True,True,False,False,False
6.4 Very GoodFrom 1 review,Uberlandia,9900,6.4,Very Good,1,True,False,False,False,False
6.4 Very GoodFrom 49 reviews,Uberlandia,20000,6.4,Very Good,49,False,True,False,False,True
9.4 ExcellentFrom 3 reviews,Hallerson,20000,9.4,Excellent,3,True,True,False,False,False
,Stokol,12000,,,,True,True,False,False,False
7.9 Very GoodFrom 12 reviews,Stokol,25000,7.9,Very Good,12,False,True,False,False,False
8.0 ExcellentFrom 7 reviews,Stokol,44000,8.0,Excellent,7,True,False,True,False,False
7.2 Very GoodFrom 23 reviews,Stokol,24500,7.2,Very Good,23,True,True,True,False,True
8.8 ExcellentFrom 1 review,Stokol,35000,8.8,Excellent,1,False,False,False,False,True
8.4 ExcellentFrom 3 reviews,Stokol,10000,8.4,Excellent,3,False,False,True,False,False
7.3 Very GoodFrom 9 reviews,Stokol,13000,7.3,Very Good,9,True,True,False,False,False
8.0 ExcellentFrom 6 reviews,Uberlandia,12000,8.0,Excellent,6,True,True,False,False,True
,Uberlandia,6500,,,,True,True,False,True,True
6.8 Very GoodFrom 94 reviews,Wanderland,17500,6.8,Very Good,94,True,True,True,False,False
5.8 GoodFrom 6 reviews,Andeman,25000,5.8,Good,6,True,True,False,False,True
8.4 ExcellentFrom 226 reviews,Andeman,43000,8.4,Excellent,226,True,True,True,True,True
8.5 ExcellentFrom 5 reviews,Uberlandia,3500,8.5,Excellent,5,True,True,False,False,False
8.8 ExcellentFrom 1 review,Hallerson,8000,8.8,Excellent,1,True,True,False,False,False
7.8 Very GoodFrom 12 reviews,Stokol,9000,7.8,Very Good,12,True,True,True,False,False
9.1 ExcellentFrom 3 reviews,Wanderland,25000,9.1,Excellent,3,True,False,True,True,True
7.8 Very GoodFrom 28 reviews,Uberlandia,49500,7.8,Very Good,28,True,True,True,False,True
,Andeman,3500,,,,,,,,
3.7 FairFrom 2 reviews,Willsmian,45000,3.7,Fair,2,True,True,False,True,True
7.9 Very GoodFrom 11 reviews,Andeman,12000,7.9,Very Good,11,True,True,False,False,False
8.2 ExcellentFrom 152 reviews,Stokol,30000,8.2,Excellent,152,False,True,False,False,True
8.1 ExcellentFrom 31 reviews,Andeman,14000,8.1,Excellent,31,True,True,False,False,False
7.3 Very GoodFrom 23 reviews,Willsmian,28000,7.3,Very Good,23,True,True,False,True,True
7.4 Very GoodFrom 40 reviews,Andeman,13000,7.4,Very Good,40,False,True,False,False,False
,Andeman,80500,,,,True,False,False,False,True
7.2 Very GoodFrom 9 reviews,Stokol,15650,7.2,Very Good,9,True,True,False,False,False
,Willsmian,15000,,,,True,True,False,False,False
9.8 ExcellentFrom 4 reviews,Uberlandia,64800,9.8,Excellent,4,True,True,False,False,True
7.3 Very GoodFrom 25 reviews,Wanderland,20000,7.3,Very Good,25,True,False,False,False,True
8.5 ExcellentFrom 5 reviews,Willsmian,3500,8.5,Excellent,5,True,True,False,False,False
6.0 Very GoodFrom 79 reviews,Uberlandia,5500,6.0,Very Good,79,True,False,False,False,False
6.8 Very GoodFrom 14 reviews,Wanderland,9750,6.8,Very Good,14,True,True,True,True,True
7.4 Very GoodFrom 145 reviews,Stokol,17000,7.4,Very Good,145,True,True,False,False,True
7.4 Very GoodFrom 50 reviews,Wanderland,20000,7.4,Very Good,50,True,True,False,False,False
,Wanderland,4500,,,,False,True,False,False,False
,Uberlandia,5500,,,,True,True,True,False,False
6.4 Very GoodFrom 3 reviews,Wanderland,10000,6.4,Very Good,3,True,True,False,False,False
,Stokol,3500,,,,,,,,
7.6 Very GoodFrom 13 reviews,Uberlandia,20000,7.6,Very Good,13,True,True,True,True,True
8.0 ExcellentFrom 7 reviews,Wanderland,6000,8.0,Excellent,7,True,True,False,False,True
7.6 Very GoodFrom 1 review,Uberlandia,16500,7.6,Very Good,1,True,True,False,True,True
7.6 Very GoodFrom 6 reviews,Willsmian,30000,7.6,Very Good,6,True,True,True,True,True
6.9 Very GoodFrom 23 reviews,Hallerson,17000,6.9,Very Good,23,True,True,False,True,True
10.0 ExcellentFrom 1 review,Hallerson,20000,10.0,Excellent,1,True,True,False,False,False
9.2 ExcellentFrom 2 reviews,Stokol,13350,9.2,Excellent,2,True,True,False,False,False
7.1 Very GoodFrom 13 reviews,Andeman,20000,7.1,Very Good,13,True,False,True,False,False
7.1 Very GoodFrom 4 reviews,Willsmian,7500,7.1,Very Good,4,True,True,False,False,False
6.5 Very GoodFrom 8 reviews,Willsmian,16000,6.5,Very Good,8,True,False,False,False,True
7.7 Very GoodFrom 34 reviews,Uberlandia,12750,7.7,Very Good,34,False,True,False,False,False
,Hallerson,7000,,,,True,False,False,False,False
7.4 Very GoodFrom 43 reviews,Stokol,11500,7.4,Very Good,43,False,True,False,False,False
8.0 ExcellentFrom 8 reviews,Ubisville,40000,8.0,Excellent,8,True,True,True,False,False
,Hallerson,80500,,,,True,False,False,False,True
8.0 ExcellentFrom 6 reviews,Willsmian,12000,8.0,Excellent,6,True,True,False,False,True
6.7 Very GoodFrom 27 reviews,Machlessvile,12000,6.7,Very Good,27,False,True,True,False,False
6.2 Very GoodFrom 7 reviews,Stokol,8000,6.2,Very Good,7,True,True,False,False,False
6.4 Very GoodFrom 49 reviews,Andeman,20000,6.4,Very Good,49,False,True,False,False,True
6.4 Very GoodFrom 40 reviews,Ubisville,14000,6.4,Very Good,40,False,True,True,True,True
8.3 ExcellentFrom 11 reviews,Andeman,15000,8.3,Excellent,11,True,True,False,False,False
9.4 ExcellentFrom 2 reviews,Stokol,12000,9.4,Excellent,2,True,True,True,False,False
,Stokol,4200,,,,,,,,
7.6 Very GoodFrom 2 reviews,Stokol,18000,7.6,Very Good,2,True,True,False,False,True
,Wanderland,20000,,,,False,False,False,False,True
7.8 Very GoodFrom 351 reviews,Willsmian,30000,7.8,Very Good,351,True,True,False,True,True
,Willsmian,1800,,,,,,,,
8.0 ExcellentFrom 2 reviews,Wanderland,18000,8.0,Excellent,2,True,False,True,False,False
7.1 Very GoodFrom 13 reviews,Andeman,20000,7.1,Very Good,13,True,False,True,False,False
7.7 Very GoodFrom 10 reviews,Machlessvile,5000,7.7,Very Good,10,False,False,True,False,False
,Andeman,8000,,,,True,True,False,False,False
7.8 Very GoodFrom 28 reviews,Hallerson,49500,7.8,Very Good,28,True,True,True,False,True
9.3 ExcellentFrom 4 reviews,Wanderland,35000,9.3,Excellent,4,True,False,False,True,True
8.5 ExcellentFrom 4 reviews,Hallerson,10000,8.5,Excellent,4,True,True,False,False,False
,Willsmian,3900,,,,,,,,
,Machlessvile,4025,,,,,,,,
,Machlessvile,1500,,,,,,,,
9.4 ExcellentFrom 5 reviews,Wanderland,12000,9.4,Excellent,5,True,True,True,True,False
7.2 Very GoodFrom 2 reviews,Stokol,3000,7.2,Very Good,2,True,True,False,False,False
9.6 ExcellentFrom 2 reviews,Machlessvile,12800,9.6,Excellent,2,True,True,False,False,False
8.5 ExcellentFrom 4 reviews,Willsmian,49900,8.5,Excellent,4,True,True,True,True,True
7.9 Very GoodFrom 3 reviews,Stokol,15000,7.9,Very Good,3,False,True,False,False,False
7.0 Very GoodFrom 20 reviews,Uberlandia,143802,7.0,Very Good,20,True,True,False,False,False
7.4 Very GoodFrom 145 reviews,Wanderland,17000,7.4,Very Good,145,True,True,False,False,True
6.4 Very GoodFrom 40 reviews,Machlessvile,14000,6.4,Very Good,40,False,True,False,True,True
7.0 Very GoodFrom 2 reviews,Willsmian,20000,7.0,Very Good,2,True,True,False,True,True
7.2 Very GoodFrom 2 reviews,Stokol,56000,7.2,Very Good,2,True,True,False,False,False
From 1 review,Andeman,15000,,,1,True,True,False,False,True
6.3 Very GoodFrom 34 reviews,Uberlandia,11500,6.3,Very Good,34,True,True,False,False,False
8.8 ExcellentFrom 2 reviews,Willsmian,37250,8.8,Excellent,2,True,True,False,True,True
,Willsmian,7500,,,,,,,,
6.4 Very GoodFrom 5 reviews,Wanderland,6000,6.4,Very Good,5,True,True,False,False,False
7.7 Very GoodFrom 11 reviews,Machlessvile,15000,7.7,Very Good,11,True,True,False,False,False
,Wanderland,20350,,,,True,False,False,False,True
4.9 GoodFrom 30 reviews,Wanderland,19720,4.9,Good,30,True,False,False,False,False
8.6 ExcellentFrom 2 reviews,Machlessvile,9000,8.6,Excellent,2,True,True,True,False,False
7.1 Very GoodFrom 12 reviews,Stokol,20000,7.1,Very Good,12,True,False,False,False,False
,Stokol,2200,,,,,,,,
4.0 GoodFrom 8 reviews,Uberlandia,2500,4.0,Good,8,True,True,False,False,False
8.2 ExcellentFrom 152 reviews,Uberlandia,30000,8.2,Excellent,152,False,True,False,False,True
5.6 GoodFrom 2 reviews,Hallerson,4000,5.6,Good,2,True,True,False,False,False
6.3 Very GoodFrom 8 reviews,Andeman,7000,6.3,Very Good,8,True,True,False,True,True
9.1 ExcellentFrom 12 reviews,Hallerson,37200,9.1,Excellent,12,True,False,False,False,True
7.1 Very GoodFrom 9 reviews,Stokol,9000,7.1,Very Good,9,True,True,True,False,False
4.9 GoodFrom 6 reviews,Andeman,12850,4.9,Good,6,True,True,False,False,True
10.0 ExcellentFrom 1 review,Wanderland,13000,10.0,Excellent,1,True,True,False,True,False
7.7 Very GoodFrom 34 reviews,Andeman,12750,7.7,Very Good,34,False,True,False,False,False
,Hallerson,2000,,,,,,,,
7.6 Very GoodFrom 1 review,Andeman,5000,7.6,Very Good,1,False,True,False,False,False
,Machlessvile,80500,,,,True,False,False,False,True
8.9 ExcellentFrom 11 reviews,Andeman,18000,8.9,Excellent,11,False,False,True,False,False
5.8 GoodFrom 6 reviews,Wanderland,25000,5.8,Good,6,True,True,True,False,True
3.9 FairFrom 3 reviews,Uberlandia,7000,3.9,Fair,3,True,True,False,False,False
7.0 Very GoodFrom 6 reviews,Wanderland,32000,7.0,Very Good,6,True,True,False,True,True
,Machlessvile,14904,,,,True,False,True,False,False
8.4 ExcellentFrom 1 review,Wanderland,15000,8.4,Excellent,1,True,True,False,False,False
7.2 Very GoodFrom 2 reviews,Willsmian,3000,7.2,Very Good,2,True,True,False,False,False
2.8 FairFrom 1 review,Andeman,5000,2.8,Fair,1,False,True,False,False,False
8.7 ExcellentFrom 22 reviews,Hallerson,27000,8.7,Excellent,22,False,True,False,False,False
,Willsmian,4000,,,,True,True,False,False,False
7.3 Very GoodFrom 61 reviews,Wanderland,12000,7.3,Very Good,61,False,True,True,False,True
8.0 ExcellentFrom 7 reviews,Willsmian,10000,8.0,Excellent,7,True,True,False,False,False
6.3 Very GoodFrom 46 reviews,Hallerson,35000,6.3,Very Good,46,,,,,
7.0 Very GoodFrom 6 reviews,Uberlandia,32000,7.0,Very Good,6,True,True,False,True,True
7.2 Very GoodFrom 44 reviews,Andeman,30000,7.2,Very Good,44,True,True,True,True,False
,Stokol,8000,,,,True,True,False,False,False
7.1 Very GoodFrom 3 reviews,Stokol,9000,7.1,Very Good,3,True,True,False,False,False
6.4 Very GoodFrom 4 reviews,Wanderland,18000,6.4,Very Good,4,True,False,False,False,True
,Uberlandia,17250,,,,,,,,
2.8 FairFrom 1 review,Stokol,5000,2.8,Fair,1,False,True,False,False,False
6.4 Very GoodFrom 2 reviews,Stokol,6000,6.4,Very Good,2,True,False,False,False,True
8.4 ExcellentFrom 4 reviews,Uberlandia,15000,8.4,Excellent,4,True,False,False,False,False
7.7 Very GoodFrom 18 reviews,Hallerson,20000,7.7,Very Good,18,False,False,False,False,False
6.9 Very GoodFrom 23 reviews,Andeman,17000,6.9,Very Good,23,True,True,False,True,True
7.2 Very GoodFrom 39 reviews,Andeman,9200,7.2,Very Good,39,True,True,False,False,False
,Wanderland,4000,,,,,,,,
5.0 GoodFrom 2 reviews,Andeman,15000,5.0,Good,2,True,False,False,False,True
2.0 FairFrom 1 review,Willsmian,4500,2.0,Fair,1,True,True,False,False,False
7.8 Very GoodFrom 2 reviews,Hallerson,11000,7.8,Very Good,2,True,True,False,False,False
,Hallerson,7500,,,,,,,,
5.1 GoodFrom 13 reviews,Hallerson,88800,5.1,Good,13,True,True,True,True,True
6.2 Very GoodFrom 7 reviews,Andeman,7500,6.2,Very Good,7,True,True,True,False,False
6.9 Very GoodFrom 33 reviews,Stokol,13975,6.9,Very Good,33,True,True,False,False,False
7.8 Very GoodFrom 10 reviews,Uberlandia,7560,7.8,Very Good,10,True,True,False,False,False
8.8 ExcellentFrom 36 reviews,Hallerson,25000,8.8,Excellent,36,False,True,False,False,True
,Stokol,5000,,,,True,False,False,False,False
6.9 Very GoodFrom 13 reviews,Stokol,21000,6.9,Very Good,13,False,True,False,True,True
8.0 ExcellentFrom 3 reviews,Stokol,9000,8.0,Excellent,3,True,True,False,False,False
7.4 Very GoodFrom 28 reviews,Uberlandia,40000,7.4,Very Good,28,True,True,False,True,False
,Machlessvile,2000,,,,True,True,False,False,False
6.3 Very GoodFrom 12 reviews,Wanderland,15000,6.3,Very Good,12,True,True,True,False,False
8.8 ExcellentFrom 1 review,Stokol,8000,8.8,Excellent,1,True,False,False,False,True
6.7 Very GoodFrom 27 reviews,Wanderland,12000,6.7,Very Good,27,False,True,False,False,False
8.9 ExcellentFrom 19 reviews,Uberlandia,35000,8.9,Excellent,19,True,True,True,True,True
6.2 Very GoodFrom 30 reviews,Wanderland,17999,6.2,Very Good,30,True,False,False,True,True
5.8 GoodFrom 6 reviews,Hallerson,25000,5.8,Good,6,True,True,True,False,True
,Machlessvile,4175,,,,True,False,False,False,False
7.7 Very GoodFrom 14 reviews,Hallerson,18000,7.7,Very Good,14,True,True,True,False,True
6.0 Very GoodFrom 8 reviews,Uberlandia,8500,6.0,Very Good,8,True,True,False,False,False
8.5 ExcellentFrom 6 reviews,Stokol,12000,8.5,Excellent,6,True,True,False,True,True
6.8 Very GoodFrom 14 reviews,Stokol,9750,6.8,Very Good,14,True,True,True,True,True
2.4 FairFrom 4 reviews,Hallerson,8000,2.4,Fair,4,True,True,True,False,True
6.7 Very GoodFrom 10 reviews,Stokol,40191,6.7,Very Good,10,True,True,True,True,True
8.2 ExcellentFrom 7 reviews,Andeman,4000,8.2,Excellent,7,True,False,False,False,False
7.3 Very GoodFrom 61 reviews,Uberlandia,12000,7.3,Very Good,61,False,True,True,False,True
6.7 Very GoodFrom 50 reviews,Hallerson,18000,6.7,Very Good,50,True,True,False,False,False
,Willsmian,4000,,,,,,,,
,Willsmian,50000,,,,True,False,False,False,False
,Stokol,7000,,,,True,True,False,False,False
,Uberlandia,4000,,,,,,,,
6.3 Very GoodFrom 46 reviews,Wanderland,35000,6.3,Very Good,46,,,,,
7.0 Very GoodFrom 18 reviews,Willsmian,60500,7.0,Very Good,18,True,True,False,True,False
7.5 Very GoodFrom 35 reviews,Wanderland,67000,7.5,Very Good,35,True,True,True,False,True
9.3 ExcellentFrom 4 reviews,Stokol,35000,9.3,Excellent,4,True,False,False,True,True
7.2 Very GoodFrom 9 reviews,Andeman,15650,7.2,Very Good,9,True,True,False,False,False
8.8 ExcellentFrom 1 review,Uberlandia,35000,8.8,Excellent,1,False,False,False,False,True
5.2 GoodFrom 28 reviews,Stokol,40326,5.2,Good,28,True,True,False,False,True
7.3 Very GoodFrom 61 reviews,Andeman,12000,7.3,Very Good,61,False,True,False,False,True
7.0 Very GoodFrom 24 reviews,Hallerson,12000,7.0,Very Good,24,True,True,False,False,False
7.5 Very GoodFrom 154 reviews,Machlessvile,20000,7.5,Very Good,154,True,False,False,False,True
,Stokol,3300,,,,True,True,False,False,False
8.0 ExcellentFrom 7 reviews,Hallerson,44000,8.0,Excellent,7,True,False,True,False,False
,Hallerson,12500,,,,,,,,
8.8 ExcellentFrom 8 reviews,Wanderland,66500,8.8,Excellent,8,True,True,True,True,True
,Hallerson,20000,,,,True,True,True,False,False
,Machlessvile,4500,,,,,,,,
7.8 Very GoodFrom 4 reviews,Machlessvile,10000,7.8,Very Good,4,True,True,False,False,False
6.0 Very GoodFrom 8 reviews,Hallerson,8500,6.0,Very Good,8,True,True,False,False,False
7.1 Very GoodFrom 2 reviews,Machlessvile,9500,7.1,Very Good,2,True,False,False,False,False
7.2 Very GoodFrom 38 reviews,Andeman,19000,7.2,Very Good,38,True,True,False,True,True
,Stokol,17250,,,,,,,,
7.3 Very GoodFrom 61 reviews,Hallerson,12000,7.3,Very Good,61,False,True,True,False,True
7.8 Very GoodFrom 26 reviews,Stokol,19000,7.8,Very Good,26,False,True,False,False,True
,Uberlandia,64600,,,,False,False,False,True,True
6.7 Very GoodFrom 27 reviews,Hallerson,12000,6.7,Very Good,27,False,True,False,False,False
8.5 ExcellentFrom 3 reviews,Wanderland,28500,8.5,Excellent,3,True,True,False,False,False
8.5 ExcellentFrom 6 reviews,Willsmian,12000,8.5,Excellent,6,True,True,False,True,True
,Wanderland,3500,,,,,,,,
,Andeman,6000,,,,True,True,True,False,False
8.5 ExcellentFrom 4 reviews,Wanderland,49900,8.5,Excellent,4,True,True,True,True,True
,Uberlandia,2000,,,,,,,,
8.2 ExcellentFrom 20 reviews,Machlessvile,20000,8.2,Excellent,20,True,True,True,False,False
7.3 Very GoodFrom 8 reviews,Stokol,38500,7.3,Very Good,8,True,True,True,True,True
8.0 ExcellentFrom 25 reviews,Andeman,25000,8.0,Excellent,25,True,True,True,False,True
5.6 GoodFrom 1 review,Andeman,5400,5.6,Good,1,True,True,False,False,False
6.8 Very GoodFrom 3 reviews,Stokol,23000,6.8,Very Good,3,True,True,False,False,False
6.4 Very GoodFrom 3 reviews,Stokol,4000,6.4,Very Good,3,True,True,False,False,False
6.6 Very GoodFrom 26 reviews,Stokol,6000,6.6,Very Good,26,True,True,False,False,False
7.6 Very GoodFrom 1 review,Uberlandia,11000,7.6,Very Good,1,,,,,
,Uberlandia,15000,,,,True,True,False,False,False
8.3 ExcellentFrom 5 reviews,Hallerson,8000,8.3,Excellent,5,True,True,False,False,False
5.0 GoodFrom 10 reviews,Andeman,35000,5.0,Good,10,True,True,True,True,True
8.3 ExcellentFrom 11 reviews,Uberlandia,27000,8.3,Excellent,11,True,True,False,True,True
8.1 ExcellentFrom 57 reviews,Stokol,21500,8.1,Excellent,57,False,False,False,False,False
8.4 ExcellentFrom 10 reviews,Ubisville,25800,8.4,Excellent,10,True,True,False,True,False
6.7 Very GoodFrom 10 reviews,Uberlandia,35000,6.7,Very Good,10,False,True,True,False,False
8.4 ExcellentFrom 10 reviews,Uberlandia,25800,8.4,Excellent,10,True,True,False,True,False
8.0 ExcellentFrom 34 reviews,Uberlandia,23000,8.0,Excellent,34,True,False,False,False,True
6.5 Very GoodFrom 2 reviews,Andeman,5200,6.5,Very Good,2,True,False,False,False,False
,Uberlandia,1800,,,,,,,,
8.4 ExcellentFrom 6 reviews,Hallerson,10000,8.4,Excellent,6,True,True,False,False,False
2.4 FairFrom 4 reviews,Stokol,8000,2.4,Fair,4,True,True,True,False,True
,Willsmian,25000,,,,False,False,True,False,False
,Hallerson,4500,,,,True,True,False,False,False
7.5 Very GoodFrom 154 reviews,Stokol,20000,7.5,Very Good,154,True,False,True,False,True
,Uberlandia,25000,,,,False,False,False,False,False
8.0 ExcellentFrom 2 reviews,Hallerson,18000,8.0,Excellent,2,True,False,True,False,False
6.2 Very GoodFrom 10 reviews,Andeman,4000,6.2,Very Good,10,True,True,False,False,False
7.3 Very GoodFrom 32 reviews,Uberlandia,13500,7.3,Very Good,32,True,True,False,False,False
7.2 Very GoodFrom 4 reviews,Uberlandia,69569,7.2,Very Good,4,True,True,True,True,True
9.3 ExcellentFrom 4 reviews,Hallerson,35000,9.3,Excellent,4,True,False,False,True,True
8.5 ExcellentFrom 4 reviews,Stokol,49900,8.5,Excellent,4,True,True,True,True,True
,Andeman,15000,,,,True,True,True,False,False
7.6 Very GoodFrom 13 reviews,Willsmian,20000,7.6,Very Good,13,True,True,True,True,True
7.8 Very GoodFrom 4 reviews,Stokol,10000,7.8,Very Good,4,True,True,False,False,False
4.9 GoodFrom 3 reviews,Hallerson,9000,4.9,Good,3,True,True,False,False,False
6.3 Very GoodFrom 34 reviews,Hallerson,11500,6.3,Very Good,34,True,True,False,False,False
8.3 ExcellentFrom 18 reviews,Wanderland,30000,8.3,Excellent,18,True,True,True,False,False
6.3 Very GoodFrom 30 reviews,Stokol,22000,6.3,Very Good,30,True,True,True,False,False
9.3 ExcellentFrom 4 reviews,Andeman,35000,9.3,Excellent,4,True,False,False,True,True
6.0 Very GoodFrom 3 reviews,Andeman,33000,6.0,Very Good,3,True,False,False,False,True
5.9 GoodFrom 3 reviews,Uberlandia,6500,5.9,Good,3,True,False,True,False,True
7.3 Very GoodFrom 7 reviews,Stokol,13500,7.3,Very Good,7,True,True,False,False,False
6.4 Very GoodFrom 1 review,Wanderland,3500,6.4,Very Good,1,True,True,False,False,False
7.2 Very GoodFrom 6 reviews,Stokol,25000,7.2,Very Good,6,True,True,True,True,True
,Stokol,8500,,,,True,False,False,False,False
8.9 ExcellentFrom 11 reviews,Stokol,18000,8.9,Excellent,11,False,False,True,False,False
5.7 GoodFrom 6 reviews,Andeman,16500,5.7,Good,6,True,False,True,False,False
8.3 ExcellentFrom 6 reviews,Uberlandia,25000,8.3,Excellent,6,True,False,False,False,False
10.0 ExcellentFrom 1 review,Willsmian,30000,10.0,Excellent,1,True,True,False,False,False
,Wanderland,6000,,,,True,True,False,False,False
